Predicted Price (Real),Actual Price (Real),Error (Real),Predicted Price (Normalized),Actual Price (Normalized),Predicted Percent Change (Real),Actual Percent Change (Real),Predicted Percent Change (Normalized),Actual Percent Change (Normalized)
14.5392,14.3587,0.632337,-0.0492725,-0.0490696,-0.00716503,-0.019488,0.496417,0.490256
14.9597,15.4297,1.1813,-0.0296123,-0.0299214,-0.00479921,0.0264704,0.4976,0.513235
15.0098,15.2255,2.21916,-0.0246841,-0.0248017,-0.00783304,0.00642493,0.496083,0.503212
14.5446,16.3205,2.92384,0.00488859,0.00507743,-0.0743627,0.0386532,0.462819,0.519327
15.173,16.36,3.63331,0.0209273,0.0214531,-0.053655,0.0203755,0.473172,0.510188
15.4541,15.3035,0.417572,0.00250788,0.00249981,-0.0134085,-0.0230217,0.493296,0.488489
15.8896,16.449,1.40823,0.022175,0.0224334,-0.0101023,0.0247466,0.494949,0.512373
16.0058,16.4083,2.246,0.0311296,0.0313881,-0.0137612,0.0110443,0.493119,0.505522
15.8371,16.4867,5.02254,0.0374016,0.0379021,-0.0318076,0.00790736,0.484096,0.503954
14.4059,16.4714,36.1812,0.0390383,0.0407453,-0.122354,0.00347782,0.438823,0.501739
15.5911,16.5256,16.7598,0.0427487,0.0435718,-0.0533505,0.00338522,0.473325,0.501693
13.9217,15.3518,-2.60365,0.0139707,0.0144076,-0.124474,-0.034541,0.437763,0.482729
14.8143,15.9513,45.1617,0.0154839,0.0158611,-0.069813,0.00158085,0.465094,0.50079
13.8619,15.1732,-3.52586,-0.00340932,-0.00350877,-0.108278,-0.0239242,0.445861,0.488038
15.472,15.8775,2.4263,0.00485078,0.00489272,-0.0151733,0.0106382,0.492413,0.505319
15.8128,16.1769,1.54975,0.016617,0.0167438,-0.00810162,0.0147368,0.495949,0.507368
16.3152,17.1796,1.37119,0.0473393,0.0481674,-0.0141393,0.0380914,0.49293,0.519046
16.0644,16.173,-0.580588,0.0377063,0.0377902,-0.018069,-0.0114318,0.490966,0.494284
15.8351,15.8065,0.104111,0.0236099,0.0235959,-0.0152865,-0.0170629,0.492357,0.491469
16.203,16.7087,1.59576,0.0394012,0.039808,-0.0115182,0.0193336,0.494241,0.509667
16.0181,16.1545,-1.15394,0.0333172,0.0334108,-0.0156461,-0.00726395,0.492177,0.496368
15.837,16.0986,-3.01206,0.0288406,0.0289971,-0.0215284,-0.00536592,0.489236,0.497317
14.7664,15.4814,-2.05446,0.0106918,0.0108565,-0.0671608,-0.0219878,0.46642,0.489006
