Predicted Price (Real),Actual Price (Real),Error (Real),Predicted Price (Normalized),Actual Price (Normalized),Predicted Percent Change (Real),Actual Percent Change (Real),Predicted Percent Change (Normalized),Actual Percent Change (Normalized)
15.209,14.3587,2.97952,-0.0500256,-0.0490696,0.038577,-0.019488,0.519288,0.490256
15.6678,15.4297,-0.5984,-0.030078,-0.0299214,0.0423103,0.0264704,0.521155,0.513235
15.7396,15.2255,-5.28971,-0.0250821,-0.0248017,0.040411,0.00642493,0.520205,0.503212
15.0508,16.3205,2.09046,0.00494241,0.00507743,-0.0421498,0.0386532,0.478925,0.519327
15.8305,16.36,1.62069,0.0212186,0.0214531,-0.012647,0.0203755,0.493677,0.510188
16.2538,15.3035,2.63518,0.00255075,0.00249981,0.0376447,-0.0230217,0.518822,0.488489
16.6969,16.449,-0.624082,0.022548,0.0224334,0.0401905,0.0247466,0.520095,0.512373
16.8372,16.4083,-2.39261,0.0316636,0.0313881,0.037469,0.0110443,0.518734,0.505522
16.6181,16.4867,-1.01519,0.0380032,0.0379021,0.0159348,0.00790736,0.507967,0.503954
14.8518,16.4714,28.371,0.0394068,0.0407453,-0.0951915,0.00347782,0.452404,0.501739
16.3453,16.5256,3.2326,0.043413,0.0435718,-0.00755784,0.00338522,0.496221,0.501693
14.358,15.3518,-1.80934,0.014104,0.0144076,-0.0970374,-0.034541,0.451481,0.482729
15.399,15.9513,21.9345,0.0156779,0.0158611,-0.0330943,0.00158085,0.483453,0.50079
14.3037,15.1732,-2.33799,-0.00344283,-0.00350877,-0.0798588,-0.0239242,0.460071,0.488038
16.2185,15.8775,-2.04028,0.004928,0.00489272,0.0323432,0.0106382,0.516172,0.505319
16.6398,16.1769,-1.97004,0.0169051,0.0167438,0.0437689,0.0147368,0.521884,0.507368
17.1895,17.1796,-0.0156819,0.0481769,0.0481674,0.0386887,0.0380914,0.519344,0.519046
16.9274,16.173,4.03374,0.0383733,0.0377902,0.0346811,-0.0114318,0.517341,0.494284
16.6866,15.8065,3.20734,0.0240288,0.0235959,0.0376636,-0.0170629,0.518832,0.491469
17.0635,16.7087,-1.1194,0.0400933,0.039808,0.0409756,0.0193336,0.520488,0.509667
16.8965,16.1545,6.27764,0.0339199,0.0334108,0.0383365,-0.00726395,0.519168,0.496368
16.677,16.0986,6.66065,0.0293432,0.0289971,0.0303746,-0.00536592,0.515187,0.497317
15.417,15.4814,-0.185012,0.0108417,0.0108565,-0.0260558,-0.0219878,0.486972,0.489006
16.6322,16.4278,-0.677072,0.0262933,0.0261834,0.0313968,0.0187212,0.515698,0.509361
16.5956,15.7759,4.71016,0.0172943,0.017002,0.0404834,-0.0109115,0.520242,0.494544
16.333,16.3439,0.0550746,0.0271331,0.0271392,0.0116,0.0122761,0.5058,0.506138
16.5028,15.94,5.48903,0.0219849,0.0217302,0.0286913,-0.00639142,0.514346,0.496804
16.9638,17.6444,0.829972,0.061739,0.0625691,0.00828688,0.0487383,0.504143,0.524369
17.0195,18.3332,1.70472,0.0981154,0.100587,-0.030922,0.0438782,0.484539,0.521939
18.1708,17.4438,12.254,0.0973313,0.0960006,0.038149,-0.00338981,0.519074,0.498305
17.7358,16.9858,2.9215,0.0836369,0.0824355,0.0286117,-0.0148903,0.514306,0.492555
17.4857,17.7811,1.08831,0.096401,0.0969433,-0.00136872,0.0154991,0.499316,0.50775
18.2676,17.5203,-141.167,0.0981,0.0967245,0.0429673,0.000302232,0.521484,0.500151
18.4234,17.9624,-2.04826,0.109421,0.108485,0.0386818,0.0126898,0.519341,0.506345
18.9664,18.7189,-0.497577,0.134478,0.133877,0.0408825,0.0272991,0.520441,0.51365
18.9918,18.3195,-13.6983,0.136937,0.135279,0.0394854,0.00268639,0.519743,0.501343
19.1042,18.4854,-5.74066,0.142467,0.140889,0.0395366,0.00586538,0.519768,0.502933
18.9856,18.1692,7.85645,0.137054,0.135039,0.038994,-0.0056872,0.519497,0.497156
19.2763,18.7739,-1.99286,0.149962,0.148624,0.0407371,0.0136114,0.520369,0.506806
19.2962,19.5273,0.453665,0.174045,0.174746,0.014634,0.0267858,0.507317,0.513393
19.5826,19.0047,87.4014,0.174596,0.172844,0.030053,-0.00034783,0.515026,0.499826
16.4727,16.7516,-0.25489,0.110633,0.111224,-0.0769352,-0.0613083,0.461532,0.469346
17.506,18.4784,3.04761,0.127951,0.130263,-0.0359763,0.0175699,0.482012,0.508785
17.0472,20.5455,2.84434,0.180977,0.192348,-0.117438,0.0636748,0.441281,0.531837
19.3571,18.7508,2.16339,0.174865,0.173018,0.0171321,-0.0147261,0.508566,0.492637
19.0508,18.3962,2.0795,0.158535,0.156698,0.0181604,-0.016823,0.50908,0.491588
16.0097,16.2397,-0.192993,0.0899562,0.0903629,-0.0815686,-0.0683731,0.459216,0.465813
16.4951,18.2995,4.10838,0.111376,0.115224,-0.0764358,0.0245902,0.461782,0.512295
18.7684,18.2567,-2.56733,0.12595,0.124776,0.0393726,0.011037,0.519686,0.505518
18.0371,16.8506,2.00091,0.0941368,0.0920263,0.0340263,-0.0339952,0.517013,0.483002
