Predicted Price (Real),Actual Price (Real),Error (Real),Predicted Price (Normalized),Actual Price (Normalized),Predicted Percent Change (Real),Actual Percent Change (Real),Predicted Percent Change (Normalized),Actual Percent Change (Normalized)
14.9628,14.3587,2.11678,-0.0497488,-0.0490696,0.0217638,-0.019488,0.510882,0.490256
15.4292,15.4297,0.00125416,-0.0299211,-0.0299214,0.0264372,0.0264704,0.513219,0.513235
15.4937,15.2255,-2.75906,-0.0249479,-0.0248017,0.0241517,0.00642493,0.512076,0.503212
14.783,16.3205,2.53145,0.00491393,0.00507743,-0.0591954,0.0386532,0.470402,0.519327
15.5365,16.36,2.52062,0.0210883,0.0214531,-0.0309835,0.0203755,0.484508,0.510188
15.9667,15.3035,1.83908,0.00253536,0.00249981,0.019317,-0.0230217,0.509659,0.488489
16.4059,16.449,0.108683,0.0224135,0.0224334,0.0220571,0.0247466,0.511029,0.512373
16.5351,16.4083,-0.707262,0.0314696,0.0313881,0.0188555,0.0110443,0.509428,0.505522
16.3082,16.4867,1.38008,0.0377646,0.0379021,-0.0030054,0.00790736,0.498497,0.503954
14.5622,16.4714,33.4432,0.0391675,0.0407453,-0.112832,0.00347782,0.443584,0.501739
16.0281,16.5256,8.92221,0.0431336,0.0435718,-0.0268184,0.00338522,0.486591,0.501693
14.0786,15.3518,-2.31799,0.0140186,0.0144076,-0.114607,-0.034541,0.442697,0.482729
15.1129,15.9513,33.2993,0.015583,0.0158611,-0.0510604,0.00158085,0.47447,0.50079
14.0359,15.1732,-3.05816,-0.00342251,-0.00350877,-0.0970881,-0.0239242,0.451456,0.488038
15.9371,15.8775,-0.356336,0.00489888,0.00489272,0.014429,0.0106382,0.507214,0.505319
16.3506,16.1769,-0.739349,0.0168043,0.0167438,0.0256324,0.0147368,0.512816,0.507368
16.875,17.1796,0.483247,0.0478755,0.0481674,0.0196838,0.0380914,0.509842,0.519046
16.6136,16.173,2.35576,0.0381307,0.0377902,0.0154988,-0.0114318,0.507749,0.494284
16.3818,15.8065,2.09671,0.0238789,0.0235959,0.0187131,-0.0170629,0.509357,0.491469
16.7579,16.7087,-0.155077,0.0398475,0.039808,0.0223318,0.0193336,0.511166,0.509667
16.6046,16.1545,3.80791,0.0337196,0.0334108,0.0203965,-0.00726395,0.510198,0.496368
16.3681,16.0986,3.10353,0.0291583,0.0289971,0.0112874,-0.00536592,0.505644,0.497317
15.1218,15.4814,-1.03318,0.0107737,0.0108565,-0.0447051,-0.0219878,0.477647,0.489006
