Predicted Price (Real),Actual Price (Real),Error (Real),Predicted Price (Normalized),Actual Price (Normalized),Predicted Percent Change (Real),Actual Percent Change (Real),Predicted Percent Change (Normalized),Actual Percent Change (Normalized)
14.5331,14.3587,0.61105,-0.0492657,-0.0490696,-0.00757987,-0.019488,0.49621,0.490256
14.9557,15.4297,1.19116,-0.0296097,-0.0299214,-0.00506009,0.0264704,0.49747,0.513235
15.0066,15.2255,2.25232,-0.0246823,-0.0248017,-0.00804607,0.00642493,0.495977,0.503212
14.5115,16.3205,2.97842,0.00488506,0.00507743,-0.0764722,0.0386532,0.461764,0.519327
15.1514,16.36,3.6996,0.0209177,0.0214531,-0.0550058,0.0203755,0.472497,0.510188
15.4512,15.3035,0.409516,0.00250773,0.00249981,-0.013594,-0.0230217,0.493203,0.488489
15.886,16.449,1.41734,0.0221733,0.0224334,-0.0103279,0.0247466,0.494836,0.512373
16.0022,16.4083,2.26606,0.0311272,0.0313881,-0.0139828,0.0110443,0.493009,0.505522
15.8259,16.4867,5.10917,0.037393,0.0379021,-0.0324927,0.00790736,0.483754,0.503954
14.3575,16.4714,37.0293,0.0389983,0.0407453,-0.125303,0.00347782,0.437348,0.501739
15.5746,16.5256,17.0566,0.0427341,0.0435718,-0.0543552,0.00338522,0.472822,0.501693
13.8757,15.3518,-2.68745,0.0139566,0.0144076,-0.127368,-0.034541,0.436316,0.482729
14.7857,15.9513,46.2946,0.0154744,0.0158611,-0.071604,0.00158085,0.464198,0.50079
13.8205,15.1732,-3.6371,-0.00340618,-0.00350877,-0.110939,-0.0239242,0.444531,0.488038
15.4648,15.8775,2.46975,0.00485002,0.00489272,-0.0156355,0.0106382,0.492182,0.505319
15.8114,16.1769,1.55608,0.0166165,0.0167438,-0.00819486,0.0147368,0.495903,0.507368
16.3129,17.1796,1.37488,0.0473371,0.0481674,-0.0142796,0.0380914,0.49286,0.519046
16.0614,16.173,-0.596345,0.037704,0.0377902,-0.0182491,-0.0114318,0.490875,0.494284
15.8332,15.8065,0.0971562,0.023609,0.0235959,-0.0154051,-0.0170629,0.492297,0.491469
16.2012,16.7087,1.60154,0.0393998,0.039808,-0.0116299,0.0193336,0.494185,0.509667
16.0179,16.1545,-1.15592,0.0333171,0.0334108,-0.0156605,-0.00726395,0.49217,0.496368
15.8329,16.0986,-3.05837,0.0288382,0.0289971,-0.0217769,-0.00536592,0.489112,0.497317
14.7438,15.4814,-2.11927,0.0106866,0.0108565,-0.068586,-0.0219878,0.465707,0.489006
15.8262,16.4278,1.99274,0.0258598,0.0261834,-0.0185852,0.0187212,0.490707,0.509361
15.756,15.7759,-0.11432,0.0169949,0.017002,-0.0121589,-0.0109115,0.493921,0.494544
15.565,16.3439,3.92958,0.0267046,0.0271392,-0.0359638,0.0122761,0.482018,0.506138
15.7046,15.94,-2.29507,0.0216237,0.0217302,-0.0210602,-0.00639142,0.48947,0.496804
16.1599,17.6444,1.81033,0.0607584,0.0625691,-0.0394939,0.0487383,0.480253,0.524369
16.2333,18.3332,2.72494,0.0966361,0.100587,-0.0756871,0.0438782,0.462156,0.521939
17.1375,17.4438,-5.16155,0.09544,0.0960006,-0.0208865,-0.00338981,0.489557,0.498305
16.7546,16.9858,-0.900344,0.0820653,0.0824355,-0.0282967,-0.0148903,0.485852,0.492555
16.6056,17.7811,4.3315,0.094785,0.0969433,-0.0516353,0.0154991,0.474182,0.50775
17.2297,17.5203,54.9044,0.0961896,0.0967245,-0.0162916,0.000302232,0.491854,0.500151
17.3595,17.9624,2.67855,0.107261,0.108485,-0.0213004,0.0126898,0.48935,0.506345
17.8608,18.7189,1.72511,0.131794,0.133877,-0.0197948,0.0272991,0.490103,0.51365
17.8565,18.3195,9.43285,0.134138,0.135279,-0.0226539,0.00268639,0.488673,0.501343
17.9517,18.4854,4.95109,0.139528,0.140889,-0.0231746,0.00586538,0.488413,0.502933
17.8436,18.1692,-3.13336,0.134236,0.135039,-0.0235072,-0.0056872,0.488246,0.497156
18.0945,18.7739,2.69489,0.146815,0.148624,-0.0230699,0.0136114,0.488465,0.506806
18.1535,19.5273,2.69696,0.170576,0.174746,-0.0454545,0.0267858,0.477273,0.513393
18.3735,19.0047,-95.4503,0.170931,0.172844,-0.0335483,-0.00034783,0.483226,0.499826
15.7425,16.7516,-0.922341,0.109084,0.111224,-0.117855,-0.0613083,0.441072,0.469346
16.6287,18.4784,5.79727,0.125866,0.130263,-0.0842875,0.0175699,0.457856,0.508785
16.3808,20.5455,3.38616,0.178811,0.192348,-0.151938,0.0636748,0.424031,0.531837
18.1569,18.7508,-2.1192,0.17121,0.173018,-0.0459336,-0.0147261,0.477033,0.492637
17.8832,18.3962,-1.62994,0.155257,0.156698,-0.0442435,-0.016823,0.477878,0.491588
15.2648,16.2397,-0.818039,0.0886389,0.0903629,-0.124305,-0.0683731,0.437848,0.465813
15.8036,18.2995,5.68285,0.109901,0.115224,-0.115152,0.0245902,0.442424,0.512295
17.6596,18.2567,2.99587,0.123406,0.124776,-0.0220284,0.011037,0.488986,0.505518
16.9835,16.8506,0.224117,0.0922627,0.0920263,-0.0263763,-0.0339952,0.486812,0.483002
17.4142,18.3548,2.03861,0.114937,0.116969,-0.0267825,0.0257869,0.486609,0.512893
17.4242,17.8352,-14.1441,0.113551,0.114429,-0.0246331,-0.00162658,0.487683,0.499187
17.2788,17.5954,-2.36405,0.106709,0.10735,-0.0254119,-0.00755396,0.487294,0.496223
15.9651,15.7704,0.204783,0.055468,0.0552494,-0.0452171,-0.0568614,0.477391,0.471569
15.3203,16.3554,-5.69157,0.045806,0.0467857,-0.0735918,-0.0109977,0.463204,0.494501
16.6345,17.2838,1.72053,0.0653896,0.0662311,-0.0160823,0.02232,0.491959,0.51116
16.0808,15.9262,0.320193,0.0401589,0.0400319,-0.0200022,-0.0294233,0.489999,0.485288
15.4977,15.3344,0.3091,0.0125244,0.0124811,-0.0230059,-0.0332984,0.488497,0.483351
13.5625,15.1174,-4.22429,-0.00629817,-0.00651807,-0.12418,-0.0237698,0.43791,0.488115
15.4175,16.8396,2.0574,0.0267562,0.0275536,-0.0452591,0.0428023,0.47737,0.521401
15.9315,16.1907,12.2308,0.0281013,0.0282522,-0.0147204,0.00131072,0.49264,0.500655
15.8946,17.6161,2.33018,0.0630138,0.0651987,-0.0582267,0.0437735,0.470887,0.521887
16.9893,18.2098,1.79782,0.0965196,0.0987828,-0.0308948,0.0387239,0.484553,0.519362
16.9694,17.152,-0.968746,0.0872027,0.0875109,-0.0213946,-0.0108671,0.489303,0.494566
17.5645,18.4777,1.58084,0.115581,0.117559,-0.0187454,0.0322729,0.490627,0.516136
17.1421,17.1021,0.10143,0.0951266,0.0950536,-0.020256,-0.0225425,0.489872,0.488729
15.9567,16.0892,-0.192432,0.0582463,0.0584022,-0.0489595,-0.0410585,0.47552,0.479471
16.9975,18.7541,1.72976,0.106589,0.110157,-0.0417763,0.0572464,0.479112,0.528623
16.6878,18.3174,5.58613,0.119669,0.123367,-0.0742232,0.0161843,0.462888,0.508092
17.9007,18.6206,2.40059,0.136666,0.13847,-0.0229236,0.0163671,0.488538,0.508184
17.9306,19.8544,2.45923,0.172448,0.178364,-0.0598526,0.0410167,0.470074,0.520508
15.14,17.1643,-2.17959,0.119273,0.123977,-0.163215,-0.0513319,0.418393,0.474334
15.6325,17.633,-8.753,0.109597,0.113866,-0.1248,-0.0127961,0.4376,0.493602
16.1052,17.0146,-2.17383,0.0901921,0.0918014,-0.0761665,-0.0239983,0.461917,0.488001
16.5599,18.7646,3.2515,0.12226,0.127371,-0.0844077,0.0374896,0.457796,0.518745
17.3867,17.7651,-2.36579,0.116408,0.117236,-0.0300363,-0.00892399,0.484982,0.495538
17.6148,18.2867,3.69728,0.125597,0.127165,-0.0270742,0.0100376,0.486463,0.505019
17.6535,18.1978,11.7242,0.127922,0.129212,-0.0274278,0.00255757,0.486286,0.501279
17.9071,18.5799,3.12214,0.138781,0.14049,-0.0249027,0.0117347,0.487549,0.505867
17.9158,18.2586,-6.49779,0.136257,0.137113,-0.0216053,-0.00288156,0.489197,0.498559
18.0214,18.9816,2.84002,0.152432,0.155078,-0.0333678,0.0181345,0.483316,0.509067
17.9757,18.6039,-31.6879,0.151362,0.153084,-0.0347927,-0.00106439,0.482604,0.499468
18.0971,18.5021,-6.6772,0.148784,0.149876,-0.0250878,-0.00326783,0.487456,0.498366
18.293,19.5927,2.49022,0.173501,0.177497,-0.0407844,0.0273681,0.479608,0.513684
19.0051,20.1792,2.0891,0.201581,0.205645,-0.0312033,0.0286507,0.484398,0.514325
19.3591,20.9352,2.35352,0.233164,0.2393,-0.0447278,0.0330456,0.477636,0.516523
19.5614,20.1571,-11.0125,0.231422,0.233721,-0.0321524,-0.00267657,0.483924,0.498662
19.7275,20.6716,4.0788,0.242724,0.246505,-0.0348649,0.0113242,0.482568,0.505662
19.609,20.1684,-4.1331,0.23592,0.238111,-0.0342206,-0.00666665,0.48289,0.496667
20.1072,21.0703,2.49004,0.255569,0.259573,-0.0278649,0.0187007,0.486068,0.50935
20.3698,21.2456,3.09553,0.269609,0.273399,-0.0282817,0.0134962,0.485859,0.506748
20.1855,20.8227,-9.11762,0.265577,0.268307,-0.0338423,-0.00334489,0.483079,0.498328
19.8077,20.4504,-2.92285,0.253714,0.256381,-0.0417324,-0.0106383,0.479134,0.494681
20.7979,22.0719,1.78863,0.28981,0.295623,-0.0262976,0.0333461,0.486851,0.516673
21.6071,23.103,1.68299,0.332806,0.340345,-0.027328,0.0400124,0.486336,0.520006
21.3286,22.201,-131.922,0.331103,0.335496,-0.0395817,-0.000297782,0.480209,0.499851
21.1911,21.9254,-5.22106,0.323988,0.327631,-0.0396552,-0.00637434,0.480172,0.496813
19.003,20.876,-3.19203,0.286255,0.294913,-0.114609,-0.0273398,0.442695,0.48633
21.5037,22.8116,1.91025,0.328311,0.334841,-0.0281666,0.0309437,0.485917,0.515472
21.2233,22.0555,-23.3358,0.32529,0.329428,-0.0392857,-0.00161432,0.480357,0.499193
21.7455,22.7845,2.9743,0.343556,0.348914,-0.0307412,0.0155707,0.484629,0.507785
21.9315,23.2818,3.16066,0.363496,0.370752,-0.04039,0.0186933,0.479805,0.509347
22.2896,23.0535,7.66536,0.369902,0.374046,-0.0289379,0.00434154,0.485531,0.502171
21.2325,22.1461,-2.28248,0.345915,0.350679,-0.0582712,-0.0177522,0.470864,0.491124
21.0309,23.6009,4.81901,0.368133,0.38222,-0.0882932,0.0231194,0.455853,0.51156
22.033,26.2955,2.55734,0.442627,0.469092,-0.105395,0.0676761,0.447303,0.533838
23.2351,24.5679,-43.8534,0.448751,0.457008,-0.0554169,-0.00123551,0.472292,0.499382
23.4682,23.7718,-0.741203,0.431698,0.433523,-0.0294991,-0.0169418,0.48525,0.491529
23.4483,24.6922,4.84585,0.442866,0.450483,-0.0403983,0.0105044,0.479801,0.505252
23.5786,24.5388,18.5703,0.445953,0.451855,-0.0371007,0.00211156,0.48145,0.501056
24.1084,24.9951,3.47302,0.460447,0.465995,-0.0255198,0.0103193,0.48724,0.50516
24.3282,25.5265,3.02287,0.47911,0.486807,-0.0319116,0.0157754,0.484044,0.507888
23.696,24.4703,-2.36308,0.460437,0.465301,-0.0444397,-0.013214,0.47778,0.493393
24.0418,24.9119,15.2607,0.465127,0.470615,-0.0327147,0.00229405,0.483643,0.501147
23.8507,24.4097,-2.52306,0.454028,0.4575,-0.0316921,-0.00899561,0.484154,0.495502
24.7603,26.1381,1.80203,0.492647,0.501636,-0.0241669,0.0301321,0.487917,0.515066
23.8836,23.9417,-0.0823521,0.454938,0.455299,-0.0309823,-0.028625,0.484509,0.485687
20.0844,21.8649,-1.31935,0.369385,0.379273,-0.134829,-0.0581321,0.432586,0.470934
19.9761,20.6189,-0.510435,0.309528,0.31265,-0.0869401,-0.0575596,0.45653,0.47122
17.7892,18.914,-0.787611,0.230531,0.234966,-0.125502,-0.0702063,0.437249,0.464897
20.0592,24.8544,2.02412,0.337091,0.361948,-0.1079,0.105359,0.44605,0.552679
19.9904,21.4783,-2.98881,0.313997,0.321304,-0.0903566,-0.0226525,0.454822,0.488674
19.9152,21.4997,-6.69003,0.302857,0.310428,-0.0837937,-0.0108964,0.458103,0.494552
20.4184,22.2931,6.69501,0.317768,0.327012,-0.0724445,0.0127207,0.463778,0.50636
20.7026,21.3722,-2.1051,0.30451,0.307692,-0.0455345,-0.0146644,0.477233,0.492668
20.5046,23.0062,3.74694,0.332832,0.345606,-0.0820982,0.0298872,0.458951,0.514944
21.2741,22.2355,-18.6771,0.334426,0.339309,-0.0454495,-0.00230977,0.477275,0.498845
21.8996,23.1094,2.91577,0.356102,0.362505,-0.0350267,0.0182833,0.482487,0.509142
21.6,22.9599,10.2196,0.360466,0.367755,-0.053746,0.00582952,0.473127,0.502915
21.7126,23.4314,5.64891,0.37453,0.384001,-0.0611625,0.0131563,0.469419,0.506578
22.9853,24.5807,2.16204,0.413728,0.423068,-0.0359626,0.0309479,0.482019,0.515474
23.7642,24.9319,2.12067,0.442389,0.449512,-0.0253086,0.0225835,0.487346,0.511292
22.9355,23.8366,-3.32768,0.425211,0.430596,-0.0486098,-0.0112323,0.475695,0.494384
22.9136,23.2266,-0.717295,0.405269,0.407075,-0.0316657,-0.0184393,0.484167,0.49078
23.0341,23.915,6.97118,0.411592,0.416726,-0.0317156,0.00531144,0.484142,0.502656
23.9204,25.318,1.79966,0.450469,0.459093,-0.0253049,0.0316445,0.487348,0.515822
24.5379,25.733,1.98226,0.480457,0.488133,-0.0235637,0.0239892,0.488218,0.511995
25.0266,26.2943,2.15344,0.509027,0.517469,-0.0264148,0.0229008,0.486793,0.51145
24.7559,25.6818,-77.8002,0.506703,0.512864,-0.0365008,-0.000463207,0.48175,0.499768
23.9658,24.2154,-0.342732,0.468566,0.470149,-0.0392013,-0.0291952,0.480399,0.485402
24.0279,25.5612,4.93474,0.482474,0.4924,-0.0484174,0.0123051,0.475791,0.506153
24.6312,25.5078,6.79633,0.492038,0.497759,-0.0294583,0.00508224,0.485271,0.502541
24.219,24.9992,-4.12635,0.480973,0.486004,-0.0384816,-0.00750662,0.480759,0.496247
23.4834,23.6283,-0.188721,0.44132,0.442204,-0.0373992,-0.0314617,0.4813,0.484269
22.9487,24.0216,-5.75496,0.42975,0.436211,-0.0520179,-0.0077007,0.473991,0.49615
