Predicted Price (Real),Actual Price (Real),Error (Real),Predicted Price (Normalized),Actual Price (Normalized),Predicted Percent Change (Real),Actual Percent Change (Real),Predicted Percent Change (Normalized),Actual Percent Change (Normalized)
14.8981,14.3587,1.88998,-0.049676,-0.0490696,0.0173439,-0.019488,0.508672,0.490256
15.3504,15.4297,0.199322,-0.0298693,-0.0299214,0.0211943,0.0264704,0.510597,0.513235
15.414,15.2255,-1.93951,-0.0249045,-0.0248017,0.0188861,0.00642493,0.509443,0.503212
14.7407,16.3205,2.60106,0.00490943,0.00507743,-0.0618862,0.0386532,0.469057,0.519327
15.482,16.36,2.68744,0.0210642,0.0214531,-0.0343824,0.0203755,0.482809,0.510188
15.8929,15.3035,1.63457,0.00253141,0.00249981,0.0146089,-0.0230217,0.507304,0.488489
16.3311,16.449,0.296896,0.0223789,0.0224334,0.0173994,0.0247466,0.5087,0.512373
16.46,16.4083,-0.288503,0.0314214,0.0313881,0.0142306,0.0110443,0.507115,0.505522
16.242,16.4867,1.89252,0.0377135,0.0379021,-0.00705749,0.00790736,0.496471,0.503954
14.5299,16.4714,34.009,0.0391408,0.0407453,-0.114799,0.00347782,0.4426,0.501739
15.9666,16.5256,10.0262,0.0430794,0.0435718,-0.0305556,0.00338522,0.484722,0.501693
14.0465,15.3518,-2.37648,0.0140088,0.0144076,-0.116627,-0.034541,0.441686,0.482729
15.0653,15.9513,35.1917,0.0155672,0.0158611,-0.054052,0.00158085,0.472974,0.50079
14.0014,15.1732,-3.15084,-0.0034199,-0.00350877,-0.0993055,-0.0239242,0.450347,0.488038
15.8693,15.8775,0.0489519,0.00489188,0.00489272,0.0101174,0.0106382,0.505059,0.505319
16.2718,16.1769,-0.40392,0.0167769,0.0167438,0.0206893,0.0147368,0.510345,0.507368
16.7966,17.1796,0.607538,0.0478005,0.0481674,0.0149494,0.0380914,0.507475,0.519046
16.5374,16.173,1.94833,0.0380718,0.0377902,0.0108411,-0.0114318,0.505421,0.494284
16.305,15.8065,1.8166,0.0238411,0.0235959,0.0139336,-0.0170629,0.506967,0.491469
16.6788,16.7087,0.0945441,0.0397839,0.039808,0.0175057,0.0193336,0.508753,0.509667
16.513,16.1545,3.0329,0.0336567,0.0334108,0.0147669,-0.00726395,0.507383,0.496368
