Predicted Price (Real),Actual Price (Real),Error (Real),Predicted Price (Normalized),Actual Price (Normalized),Predicted Percent Change (Real),Actual Percent Change (Real),Predicted Percent Change (Normalized),Actual Percent Change (Normalized)
15.3516,14.3587,3.47906,-0.0501859,-0.0490696,0.0483119,-0.019488,0.524156,0.490256
15.8457,15.4297,-1.04547,-0.030195,-0.0299214,0.0541444,0.0264704,0.527072,0.513235
15.9244,15.2255,-7.19092,-0.0251828,-0.0248017,0.0526261,0.00642493,0.526313,0.503212
15.1157,16.3205,1.98356,0.00494932,0.00507743,-0.0380179,0.0386532,0.480991,0.519327
15.9515,16.36,1.25052,0.0212721,0.0214531,-0.00510453,0.0203755,0.497448,0.510188
16.441,15.3035,3.15451,0.00256079,0.00249981,0.0496006,-0.0230217,0.5248,0.488489
16.8841,16.449,-1.09516,0.0226344,0.0224334,0.051848,0.0247466,0.525924,0.512373
17.0309,16.4083,-3.47344,0.031788,0.0313881,0.0494061,0.0110443,0.524703,0.505522
16.7856,16.4867,-2.31086,0.0381323,0.0379021,0.0261802,0.00790736,0.51309,0.503954
14.8884,16.4714,27.7307,0.039437,0.0407453,-0.0929646,0.00347782,0.453518,0.501739
16.5005,16.5256,0.449926,0.0435497,0.0435718,0.00186212,0.00338522,0.500931,0.501693
14.3952,15.3518,-1.74158,0.0141153,0.0144076,-0.0946969,-0.034541,0.452652,0.482729
15.4926,15.9513,18.2177,0.015709,0.0158611,-0.0272186,0.00158085,0.486391,0.50079
14.3457,15.1732,-2.22515,-0.00344601,-0.00350877,-0.0771591,-0.0239242,0.46142,0.488038
16.3803,15.8775,-3.00803,0.00494473,0.00489272,0.0426382,0.0106382,0.521319,0.505319
16.8412,16.1769,-2.82766,0.0169753,0.0167438,0.0564074,0.0147368,0.528204,0.507368
17.3985,17.1796,-0.347246,0.0483771,0.0481674,0.0513185,0.0380914,0.525659,0.519046
17.1318,16.173,5.1267,0.0385313,0.0377902,0.0471756,-0.0114318,0.523588,0.494284
16.8909,15.8065,3.95203,0.0241293,0.0235959,0.0503702,-0.0170629,0.525185,0.491469
17.2708,16.7087,-1.77349,0.0402601,0.039808,0.0536215,0.0193336,0.526811,0.509667
17.1383,16.1545,8.32271,0.0340857,0.0334108,0.0531918,-0.00726395,0.526596,0.496368
16.8727,16.0986,8.91326,0.0294602,0.0289971,0.0424619,-0.00536592,0.521231,0.497317
15.5369,15.4814,0.159365,0.0108693,0.0108565,-0.0184837,-0.0219878,0.490758,0.489006
16.812,16.4278,-1.27253,0.02639,0.0261834,0.0425446,0.0187212,0.521272,0.509361
16.7995,15.7759,5.88175,0.017367,0.017002,0.0532672,-0.0109115,0.526634,0.494544
16.492,16.3439,-0.747069,0.0272219,0.0271392,0.0214472,0.0122761,0.510724,0.506138
16.6792,15.94,7.2098,0.0220647,0.0217302,0.0396895,-0.00639142,0.519845,0.496804
17.1308,17.6444,0.626391,0.0619426,0.0625691,0.0182091,0.0487383,0.509105,0.524369
17.1678,18.3332,1.51232,0.0983944,0.100587,-0.0224799,0.0438782,0.48876,0.521939
18.4404,17.4438,16.7974,0.0978247,0.0960006,0.0535502,-0.00338981,0.526775,0.498305
17.9779,16.9858,3.86417,0.0840245,0.0824355,0.0426483,-0.0148903,0.521324,0.492555
17.676,17.7811,0.387299,0.0967503,0.0969433,0.00949632,0.0154991,0.504748,0.50775
18.5443,17.5203,-193.442,0.0986093,0.0967245,0.0587665,0.000302232,0.529383,0.500151
18.7244,17.9624,-3.38567,0.110032,0.108485,0.0556532,0.0126898,0.527827,0.506345
19.2575,18.7189,-1.08279,0.135184,0.133877,0.0568582,0.0272991,0.528429,0.51365
19.2929,18.3195,-19.833,0.13768,0.135279,0.0559656,0.00268639,0.527983,0.501343
19.438,18.4854,-8.83787,0.143319,0.140889,0.0577028,0.00586538,0.528851,0.502933
19.3088,18.1692,10.9658,0.137852,0.135039,0.0566773,-0.0056872,0.528339,0.497156
19.6184,18.7739,-3.34982,0.150873,0.148624,0.0592071,0.0136114,0.529604,0.506806
19.5823,19.5273,-0.107945,0.174913,0.174746,0.0296772,0.0267858,0.514839,0.513393
19.9015,19.0047,135.615,0.175562,0.172844,0.0468232,-0.00034783,0.523412,0.499826
16.5921,16.7516,-0.145837,0.110886,0.111224,-0.0702493,-0.0613083,0.464875,0.469346
17.6851,18.4784,2.4861,0.128377,0.130263,-0.0261107,0.0175699,0.486945,0.508785
17.1239,20.5455,2.78202,0.181227,0.192348,-0.11347,0.0636748,0.443265,0.531837
19.6671,18.7508,3.26929,0.175809,0.173018,0.0334178,-0.0147261,0.516709,0.492637
19.352,18.3962,3.03645,0.159381,0.156698,0.0342592,-0.016823,0.51713,0.491588
16.1398,16.2397,-0.0838993,0.0901861,0.0903629,-0.0741096,-0.0683731,0.462945,0.465813
16.5988,18.2995,3.87238,0.111597,0.115224,-0.0706324,0.0245902,0.464684,0.512295
19.0672,18.2567,-4.06697,0.126636,0.124776,0.0559241,0.011037,0.527962,0.505518
18.34,16.8506,2.51159,0.0946755,0.0920263,0.0513867,-0.0339952,0.525693,0.483002
18.729,18.3548,-0.810858,0.117777,0.116969,0.0466964,0.0257869,0.523348,0.512893
18.7668,17.8352,32.0606,0.116419,0.114429,0.0505225,-0.00162658,0.525261,0.499187
18.6634,17.5954,7.97456,0.109511,0.10735,0.0526855,-0.00755396,0.526343,0.496223
17.0594,15.7704,1.35573,0.0566966,0.0552494,0.0202271,-0.0568614,0.510114,0.471569
16.127,16.3554,-1.25605,0.0465695,0.0467857,-0.0248114,-0.0109977,0.487594,0.494501
17.8545,17.2838,-1.51264,0.066971,0.0662311,0.056082,0.02232,0.528041,0.51116
17.253,15.9262,2.74817,0.0411216,0.0400319,0.0514371,-0.0294233,0.525719,0.485288
16.4879,15.3344,2.18379,0.012787,0.0124811,0.0394182,-0.0332984,0.519709,0.483351
13.9662,15.1174,-3.1275,-0.00635527,-0.00651807,-0.0981098,-0.0237698,0.450945,0.488115
16.3051,16.8396,0.773331,0.0272539,0.0275536,0.00970194,0.0428023,0.504851,0.521401
17.0203,16.1907,-39.1458,0.0287352,0.0282522,0.0526198,0.00131072,0.52631,0.500655
16.7888,17.6161,1.11986,0.0641487,0.0651987,-0.0052466,0.0437735,0.497377,0.521887
18.1937,18.2098,0.0236957,0.098753,0.0987828,0.0378063,0.0387239,0.518903,0.519362
18.2599,17.152,5.87978,0.0893816,0.0875109,0.0530291,-0.0108671,0.526515,0.494566
18.8723,18.4777,-0.683048,0.118414,0.117559,0.0543168,0.0322729,0.527158,0.516136
18.4857,17.1021,3.50809,0.0975782,0.0950536,0.0565386,-0.0225425,0.528269,0.488729
17.0248,16.0892,1.35806,0.0595028,0.0584022,0.0147015,-0.0410585,0.507351,0.479471
18.1481,18.7541,0.596698,0.108926,0.110157,0.0230876,0.0572464,0.511544,0.528623
17.7304,18.3174,2.01233,0.122035,0.123367,-0.0163839,0.0161843,0.491808,0.508092
19.3677,18.6206,-2.49158,0.140342,0.13847,0.057147,0.0163671,0.528574,0.508184
