Predicted Price (Real),Actual Price (Real),Error (Real),Predicted Price (Normalized),Actual Price (Normalized),Predicted Percent Change (Real),Actual Percent Change (Real),Predicted Percent Change (Normalized),Actual Percent Change (Normalized)
13.1027,14.3587,-4.40118,-0.0476576,-0.0490696,-0.105258,-0.019488,0.447371,0.490256
12.9633,15.4297,6.19858,-0.0282993,-0.0299214,-0.137609,0.0264704,0.431196,0.513235
13.0081,15.2255,22.8132,-0.0235925,-0.0248017,-0.140149,0.00642493,0.429926,0.503212
14.7518,16.3205,2.58273,0.00491062,0.00507743,-0.0611776,0.0386532,0.469411,0.519327
14.7141,16.36,5.03822,0.020724,0.0214531,-0.0822808,0.0203755,0.45886,0.510188
13.7256,15.3035,-4.37556,0.00241523,0.00249981,-0.123755,-0.0230217,0.438123,0.488489
14.0757,16.449,5.97473,0.0213368,0.0224334,-0.123108,0.0247466,0.438446,0.512373
14.2287,16.4083,12.1603,0.0299881,0.0313881,-0.123258,0.0110443,0.438371,0.505522
14.6628,16.4867,14.1018,0.036497,0.0379021,-0.103601,0.00790736,0.4482,0.503954
15.3985,16.4714,18.794,0.0398586,0.0407453,-0.0618843,0.00347782,0.469058,0.501739
14.9026,16.5256,29.1097,0.0421422,0.0435718,-0.0951576,0.00338522,0.452421,0.501693
14.9582,15.3518,-0.716525,0.0142873,0.0144076,-0.0592905,-0.034541,0.470355,0.482729
14.7826,15.9513,46.4192,0.0154734,0.0158611,-0.071801,0.00158085,0.4641,0.50079
14.6794,15.1732,-1.32781,-0.00347132,-0.00350877,-0.0556909,-0.0239242,0.472155,0.488038
14.0162,15.8775,11.1367,0.00470018,0.00489272,-0.107836,0.0106382,0.446082,0.505319
13.7965,16.1769,10.1322,0.0159145,0.0167438,-0.134579,0.0147368,0.432711,0.507368
14.4016,17.1796,4.40684,0.045506,0.0481674,-0.129771,0.0380914,0.435114,0.519046
14.2973,16.173,-10.0289,0.0363405,0.0377902,-0.12608,-0.0114318,0.43696,0.494284
13.995,15.8065,-6.60205,0.0227048,0.0235959,-0.129713,-0.0170629,0.435144,0.491469
14.2215,16.7087,7.84816,0.0378075,0.039808,-0.1324,0.0193336,0.4338,0.509667
13.5274,16.1545,-22.2248,0.0316085,0.0334108,-0.168704,-0.00726395,0.415648,0.496368
14.2189,16.0986,-21.6427,0.0278726,0.0289971,-0.121499,-0.00536592,0.43925,0.497317
14.5447,15.4814,-2.69132,0.0106408,0.0108565,-0.081164,-0.0219878,0.459418,0.489006
14.2792,16.4278,7.11706,0.0250277,0.0261834,-0.114519,0.0187212,0.442741,0.509361
13.8162,15.7759,-11.26,0.0163031,0.017002,-0.133775,-0.0109115,0.433112,0.494544
14.5352,16.3439,9.12525,0.02613,0.0271392,-0.0997463,0.0122761,0.450127,0.506138
14.2422,15.94,-16.558,0.020962,0.0217302,-0.11222,-0.00639142,0.44389,0.496804
15.1126,17.6444,3.0876,0.0594808,0.0625691,-0.101746,0.0487383,0.449127,0.524369
15.9377,18.3332,3.10852,0.0960799,0.100587,-0.0925182,0.0438782,0.453741,0.521939
14.7955,17.4438,-44.6353,0.0911533,0.0960006,-0.154695,-0.00338981,0.422652,0.498305
14.8992,16.9858,-8.12681,0.0790938,0.0824355,-0.135901,-0.0148903,0.43205,0.492555
15.625,17.7811,7.94487,0.0929846,0.0969433,-0.107639,0.0154991,0.44618,0.50775
14.6684,17.5203,538.752,0.0914752,0.0967245,-0.162526,0.000302232,0.418737,0.500151
14.4714,17.9624,15.5099,0.101398,0.108485,-0.184127,0.0126898,0.407936,0.506345
15.3372,18.7189,6.79831,0.12567,0.133877,-0.158289,0.0272991,0.420856,0.51365
15.3554,18.3195,60.3904,0.12797,0.135279,-0.159546,0.00268639,0.420227,0.501343
14.7912,18.4854,34.2715,0.131467,0.140889,-0.19515,0.00586538,0.402425,0.502933
14.8839,18.1692,-31.613,0.126931,0.135039,-0.185477,-0.0056872,0.407262,0.497156
14.9087,18.7739,15.3316,0.138332,0.148624,-0.195073,0.0136114,0.402463,0.506806
16.3855,19.5273,6.16746,0.165209,0.174746,-0.138415,0.0267858,0.430793,0.513393
16.0487,19.0047,-447.021,0.163885,0.172844,-0.155835,-0.00034783,0.422082,0.499826
16.2339,16.7516,-0.473166,0.110126,0.111224,-0.0903173,-0.0613083,0.454841,0.469346
16.299,18.4784,6.83053,0.125082,0.130263,-0.102442,0.0175699,0.448779,0.508785
17.528,20.5455,2.45347,0.18254,0.192348,-0.0925494,0.0636748,0.453725,0.531837
16.2487,18.7508,-8.92822,0.165398,0.173018,-0.146204,-0.0147261,0.426898,0.492637
15.9661,18.3962,-7.72016,0.149876,0.156698,-0.146699,-0.016823,0.42665,0.491588
15.8198,16.2397,-0.352346,0.0896203,0.0903629,-0.0924641,-0.0683731,0.453768,0.465813
16.374,18.2995,4.3841,0.111118,0.115224,-0.0832158,0.0245902,0.458392,0.512295
15.0508,18.2567,16.086,0.117419,0.124776,-0.166504,0.011037,0.416748,0.505518
14.1345,16.8506,-4.58036,0.0871951,0.0920263,-0.189705,-0.0339952,0.405147,0.483002
15.2329,18.3548,6.76589,0.110224,0.116969,-0.148684,0.0257869,0.425658,0.512893
15.1834,17.8352,-91.2618,0.108764,0.114429,-0.150071,-0.00162658,0.424964,0.499187
14.6858,17.5954,-21.725,0.101463,0.10735,-0.171664,-0.00755396,0.414168,0.496223
14.7733,15.7704,-1.04874,0.05413,0.0552494,-0.116494,-0.0568614,0.441753,0.471569
