Predicted Price (Real),Actual Price (Real),Error (Real),Predicted Price (Normalized),Actual Price (Normalized),Predicted Percent Change (Real),Actual Percent Change (Real),Predicted Percent Change (Normalized),Actual Percent Change (Normalized)
13.3883,14.3587,-3.40036,-0.0479787,-0.0490696,-0.0857542,-0.019488,0.457123,0.490256
13.317,15.4297,5.30968,-0.0285319,-0.0299214,-0.114079,0.0264704,0.442961,0.513235
13.3668,15.2255,19.1224,-0.0237881,-0.0248017,-0.116435,0.00642493,0.441783,0.503212
14.968,16.3205,2.2268,0.00493361,0.00507743,-0.0474198,0.0386532,0.47629,0.519327
14.9721,16.36,4.24826,0.0208383,0.0214531,-0.0661849,0.0203755,0.466908,0.510188
14.0565,15.3035,-3.45789,0.00243297,0.00249981,-0.102628,-0.0230217,0.448686,0.488489
14.413,16.449,5.12548,0.0214927,0.0224334,-0.102092,0.0247466,0.448954,0.512373
14.5673,16.4083,10.2712,0.0302056,0.0313881,-0.102394,0.0110443,0.448803,0.505522
14.9647,16.4867,11.7672,0.0367296,0.0379021,-0.08514,0.00790736,0.45743,0.503954
15.6169,16.4714,14.9683,0.0400391,0.0407453,-0.0485792,0.00347782,0.47571,0.501739
15.1888,16.5256,23.9763,0.0423943,0.0435718,-0.0777799,0.00338522,0.46111,0.501693
15.1663,15.3518,-0.337695,0.0143509,0.0144076,-0.0462053,-0.034541,0.476897,0.482729
15.0196,15.9513,37.0041,0.015552,0.0158611,-0.0569171,0.00158085,0.471541,0.50079
14.8797,15.1732,-0.789089,-0.00348652,-0.00350877,-0.0428025,-0.0239242,0.478599,0.488038
14.3198,15.8775,9.32034,0.00473159,0.00489272,-0.0885134,0.0106382,0.455743,0.505319
14.1531,16.1769,8.61469,0.0160387,0.0167438,-0.112216,0.0147368,0.443892,0.507368
14.7565,17.1796,3.84379,0.045846,0.0481674,-0.108324,0.0380914,0.445838,0.519046
14.6412,16.173,-8.1905,0.0366062,0.0377902,-0.105064,-0.0114318,0.447468,0.494284
14.3417,15.8065,-5.33841,0.0228753,0.0235959,-0.108152,-0.0170629,0.445924,0.491469
14.5802,16.7087,6.7163,0.038096,0.039808,-0.110517,0.0193336,0.444742,0.509667
13.9516,16.1545,-18.6366,0.0318995,0.0334108,-0.142639,-0.00726395,0.428681,0.496368
14.5516,16.0986,-17.8114,0.0280716,0.0289971,-0.100941,-0.00536592,0.44953,0.497317
14.7967,15.4814,-1.96746,0.0106988,0.0108565,-0.0652479,-0.0219878,0.467376,0.489006
14.5999,16.4278,6.05461,0.0252002,0.0261834,-0.0946284,0.0187212,0.452686,0.509361
14.17,15.7759,-9.22689,0.0164293,0.017002,-0.111591,-0.0109115,0.444205,0.494544
14.8269,16.3439,7.65372,0.0262927,0.0271392,-0.0816817,0.0122761,0.459159,0.506138
14.557,15.94,-13.488,0.0211044,0.0217302,-0.0925988,-0.00639142,0.453701,0.496804
15.418,17.6444,2.7151,0.0598534,0.0625691,-0.0835909,0.0487383,0.458205,0.524369
16.232,18.3332,2.72669,0.0966335,0.100587,-0.0757642,0.0438782,0.462118,0.521939
15.2079,17.4438,-37.6836,0.0919082,0.0960006,-0.13113,-0.00338981,0.434435,0.498305
15.2712,16.9858,-6.67789,0.0796896,0.0824355,-0.114326,-0.0148903,0.442837,0.492555
