Predicted Price (Real),Actual Price (Real),Error (Real),Predicted Price (Normalized),Actual Price (Normalized),Predicted Percent Change (Real),Actual Percent Change (Real),Predicted Percent Change (Normalized),Actual Percent Change (Normalized)
13.278,14.3587,-3.78674,-0.0478547,-0.0490696,-0.093284,-0.019488,0.453358,0.490256
13.1665,15.4297,5.68801,-0.0284329,-0.0299214,-0.124093,0.0264704,0.437953,0.513235
13.2142,15.2255,20.6924,-0.0237049,-0.0248017,-0.126523,0.00642493,0.436739,0.503212
14.9032,16.3205,2.33347,0.00492672,0.00507743,-0.0515427,0.0386532,0.474229,0.519327
14.885,16.36,4.51497,0.0207997,0.0214531,-0.0716193,0.0203755,0.46419,0.510188
13.9252,15.3035,-3.82205,0.00242593,0.00249981,-0.111012,-0.0230217,0.444494,0.488489
14.2795,16.449,5.46162,0.021431,0.0224334,-0.11041,0.0247466,0.444795,0.512373
14.4342,16.4083,11.0142,0.0301201,0.0313881,-0.1106,0.0110443,0.4447,0.505522
14.8537,16.4867,12.6253,0.0366441,0.0379021,-0.0919254,0.00790736,0.454037,0.503954
15.555,16.4714,16.0522,0.039988,0.0407453,-0.0523487,0.00347782,0.473826,0.501739
15.0876,16.5256,25.7904,0.0423052,0.0435718,-0.083921,0.00338522,0.45804,0.501693
15.1081,15.3518,-0.443621,0.0143331,0.0144076,-0.0498641,-0.034541,0.475068,0.482729
14.9442,15.9513,40.0022,0.015527,0.0158611,-0.0616566,0.00158085,0.469172,0.50079
14.8239,15.1732,-0.939106,-0.00348228,-0.00350877,-0.0463916,-0.0239242,0.476804,0.488038
14.2044,15.8775,10.0107,0.00471965,0.00489272,-0.0958576,0.0106382,0.452071,0.505319
14.0077,16.1769,9.23335,0.0159881,0.0167438,-0.121333,0.0147368,0.439333,0.507368
14.6155,17.1796,4.06754,0.0457109,0.0481674,-0.116847,0.0380914,0.441577,0.519046
14.5059,16.173,-8.91369,0.0365017,0.0377902,-0.113331,-0.0114318,0.443334,0.494284
14.2034,15.8065,-5.84241,0.0228073,0.0235959,-0.116751,-0.0170629,0.441624,0.491469
14.436,16.7087,7.1713,0.03798,0.039808,-0.119313,0.0193336,0.440343,0.509667
13.7672,16.1545,-20.1968,0.0317729,0.0334108,-0.153972,-0.00726395,0.423014,0.496368
14.4221,16.0986,-19.3034,0.0279941,0.0289971,-0.108947,-0.00536592,0.445527,0.497317
14.7125,15.4814,-2.20938,0.0106794,0.0108565,-0.0705673,-0.0219878,0.464716,0.489006
