Predicted Price (Real),Actual Price (Real),Error (Real),Predicted Price (Normalized),Actual Price (Normalized),Predicted Percent Change (Real),Actual Percent Change (Real),Predicted Percent Change (Normalized),Actual Percent Change (Normalized)
13.2297,14.3587,-3.95615,-0.0478004,-0.0490696,-0.0965855,-0.019488,0.451707,0.490256
13.1167,15.4297,5.81293,-0.0284002,-0.0299214,-0.1274,0.0264704,0.4363,0.513235
13.1642,15.2255,21.207,-0.0236777,-0.0248017,-0.129828,0.00642493,0.435086,0.503212
14.8517,16.3205,2.41827,0.00492124,0.00507743,-0.0548208,0.0386532,0.47259,0.519327
14.8323,16.36,4.67623,0.0207764,0.0214531,-0.0749049,0.0203755,0.462548,0.510188
13.8735,15.3035,-3.9654,0.00242315,0.00249981,-0.114312,-0.0230217,0.442844,0.488489
14.2266,16.449,5.59495,0.0214066,0.0224334,-0.113709,0.0247466,0.443145,0.512373
14.3806,16.4083,11.3128,0.0300857,0.0313881,-0.113898,0.0110443,0.443051,0.505522
14.7999,16.4867,13.0416,0.0366026,0.0379021,-0.0952174,0.00790736,0.452391,0.503954
15.5013,16.4714,16.9939,0.0399436,0.0407453,-0.0556239,0.00347782,0.472188,0.501739
15.0335,16.5256,26.7618,0.0422575,0.0435718,-0.0872094,0.00338522,0.456395,0.501693
15.056,15.3518,-0.538429,0.0143172,0.0144076,-0.0531389,-0.034541,0.473431,0.482729
14.8919,15.9513,42.0779,0.0155096,0.0158611,-0.064938,0.00158085,0.467531,0.50079
14.773,15.1732,-1.07597,-0.00347842,-0.00350877,-0.049666,-0.0239242,0.475167,0.488038
14.1526,15.8775,10.3206,0.00471429,0.00489272,-0.0991549,0.0106382,0.450423,0.505319
13.9551,16.1769,9.45731,0.0159698,0.0167438,-0.124634,0.0147368,0.437683,0.507368
14.5609,17.1796,4.15409,0.0456587,0.0481674,-0.120144,0.0380914,0.439928,0.519046
14.452,16.173,-9.20206,0.03646,0.0377902,-0.116628,-0.0114318,0.441686,0.494284
14.1504,15.8065,-6.03571,0.0227812,0.0235959,-0.12005,-0.0170629,0.439975,0.491469
14.382,16.7087,7.3419,0.0379365,0.039808,-0.122612,0.0193336,0.438694,0.509667
13.7136,16.1545,-20.6501,0.0317362,0.0334108,-0.157266,-0.00726395,0.421367,0.496368
14.3687,16.0986,-19.9178,0.0279622,0.0289971,-0.112243,-0.00536592,0.443878,0.497317
14.6605,15.4814,-2.35879,0.0106674,0.0108565,-0.0738523,-0.0219878,0.463074,0.489006
14.4235,16.4278,6.63893,0.0251053,0.0261834,-0.105568,0.0187212,0.447216,0.509361
13.974,15.7759,-10.3535,0.0163594,0.017002,-0.123883,-0.0109115,0.438058,0.494544
14.6678,16.3439,8.45623,0.026204,0.0271392,-0.0915335,0.0122761,0.454233,0.506138
14.384,15.94,-15.1747,0.0210262,0.0217302,-0.103379,-0.00639142,0.44831,0.496804
15.2518,17.6444,2.91786,0.0596505,0.0625691,-0.0934731,0.0487383,0.453263,0.524369
16.0737,18.3332,2.93207,0.0963357,0.100587,-0.0847756,0.0438782,0.457612,0.521939
14.9808,17.4438,-41.5116,0.0914925,0.0960006,-0.144106,-0.00338981,0.427947,0.498305
15.0675,16.9858,-7.47135,0.0793633,0.0824355,-0.126141,-0.0148903,0.43693,0.492555
15.7731,17.7811,7.39912,0.0932565,0.0969433,-0.0991806,0.0154991,0.45041,0.50775
14.8601,17.5203,502.54,0.091828,0.0967245,-0.151581,0.000302232,0.424209,0.500151
14.6813,17.9624,14.5772,0.101824,0.108485,-0.172292,0.0126898,0.413854,0.506345
