Predicted Price (Real),Actual Price (Real),Error (Real),Predicted Price (Normalized),Actual Price (Normalized),Predicted Percent Change (Real),Actual Percent Change (Real),Predicted Percent Change (Normalized),Actual Percent Change (Normalized)
12.7371,14.3587,-5.68231,-0.0472465,-0.0490696,-0.130225,-0.019488,0.434888,0.490256
12.5964,15.4297,7.12066,-0.028058,-0.0299214,-0.162016,0.0264704,0.418992,0.513235
12.6352,15.2255,26.6496,-0.0233892,-0.0248017,-0.164797,0.00642493,0.417602,0.503212
14.363,16.3205,3.22281,0.00486928,0.00507743,-0.0859188,0.0386532,0.457041,0.519327
14.3089,16.36,6.27844,0.0205445,0.0214531,-0.107551,0.0203755,0.446225,0.510188
13.3236,15.3035,-5.49038,0.00239367,0.00249981,-0.14942,-0.0230217,0.42529,0.488489
13.6639,16.449,7.01152,0.0211466,0.0224334,-0.148765,0.0247466,0.425618,0.512373
13.8102,16.4083,14.4955,0.0297193,0.0313881,-0.149048,0.0110443,0.425476,0.505522
14.2429,16.4867,17.3475,0.0361736,0.0379021,-0.129266,0.00790736,0.435367,0.503954
14.9847,16.4714,26.043,0.0395166,0.0407453,-0.0870949,0.00347782,0.456453,0.501739
14.4804,16.5256,36.6816,0.0417703,0.0435718,-0.12079,0.00338522,0.439605,0.501693
14.5593,15.3518,-1.4429,0.0141655,0.0144076,-0.0843802,-0.034541,0.45781,0.482729
14.3832,15.9513,62.2844,0.0153408,0.0158611,-0.0968815,0.00158085,0.451559,0.50079
14.2937,15.1732,-2.36493,-0.00344207,-0.00350877,-0.0805033,-0.0239242,0.459748,0.488038
13.6168,15.8775,13.527,0.00465886,0.00489272,-0.133265,0.0106382,0.433368,0.505319
13.3869,16.1769,11.8759,0.0157718,0.0167438,-0.160276,0.0147368,0.419862,0.507368
13.9718,17.1796,5.08869,0.0450942,0.0481674,-0.155744,0.0380914,0.422128,0.519046
13.8726,16.173,-12.2997,0.0360122,0.0377902,-0.15204,-0.0114318,0.42398,0.494284
13.5782,15.8065,-8.12122,0.0224997,0.0235959,-0.155634,-0.0170629,0.422183,0.491469
13.7971,16.7087,9.18751,0.0374661,0.039808,-0.158294,0.0193336,0.420853,0.509667
13.1107,16.1545,-25.7502,0.0313226,0.0334108,-0.194312,-0.00726395,0.402844,0.496368
13.7999,16.0986,-26.4667,0.0276219,0.0289971,-0.147384,-0.00536592,0.426308,0.497317
14.144,15.4814,-3.84252,0.0105485,0.0108565,-0.106476,-0.0219878,0.446762,0.489006
13.8652,16.4278,8.48841,0.024805,0.0261834,-0.140192,0.0187212,0.429904,0.509361
