Predicted Price (Real),Actual Price (Real),Error (Real),Predicted Price (Normalized),Actual Price (Normalized),Predicted Percent Change (Real),Actual Percent Change (Real),Predicted Percent Change (Normalized),Actual Percent Change (Normalized)
12.7821,14.3587,-5.52449,-0.0472972,-0.0490696,-0.127149,-0.019488,0.436425,0.490256
12.6412,15.4297,7.00805,-0.0280874,-0.0299214,-0.159035,0.0264704,0.420482,0.513235
12.6804,15.2255,26.1845,-0.0234138,-0.0248017,-0.161809,0.00642493,0.419096,0.503212
14.4124,16.3205,3.14161,0.00487452,0.00507743,-0.08278,0.0386532,0.45861,0.519327
14.3591,16.36,6.12479,0.0205667,0.0214531,-0.10442,0.0203755,0.44779,0.510188
13.3718,15.3035,-5.35677,0.00239626,0.00249981,-0.146344,-0.0230217,0.426828,0.488489
13.7132,16.449,6.88719,0.0211694,0.0224334,-0.145688,0.0247466,0.427156,0.512373
13.8602,16.4083,14.2162,0.0297514,0.0313881,-0.145964,0.0110443,0.427018,0.505522
14.2939,16.4867,16.9537,0.0362128,0.0379021,-0.126152,0.00790736,0.436924,0.503954
15.0365,16.4714,25.1359,0.0395594,0.0407453,-0.0839404,0.00347782,0.45803,0.501739
14.5319,16.5256,35.7579,0.0418157,0.0435718,-0.117663,0.00338522,0.441168,0.501693
14.6094,15.3518,-1.3516,0.0141808,0.0144076,-0.0812265,-0.034541,0.459387,0.482729
14.4331,15.9513,60.2996,0.0153574,0.0158611,-0.0937438,0.00158085,0.453128,0.50079
14.3426,15.1732,-2.23333,-0.00344578,-0.00350877,-0.0773547,-0.0239242,0.461323,0.488038
13.6654,15.8775,13.2361,0.00466389,0.00489272,-0.13017,0.0106382,0.434915,0.505319
13.4356,16.1769,11.6685,0.0157888,0.0167438,-0.15722,0.0147368,0.42139,0.507368
14.0227,17.1796,5.00781,0.0451431,0.0481674,-0.152663,0.0380914,0.423668,0.519046
13.9231,16.173,-12.0297,0.0360513,0.0377902,-0.148952,-0.0114318,0.425524,0.494284
13.6276,15.8065,-7.94085,0.0225241,0.0235959,-0.152557,-0.0170629,0.423722,0.491469
13.8474,16.7087,9.02867,0.0375066,0.039808,-0.155223,0.0193336,0.422388,0.509667
13.1592,16.1545,-25.3403,0.0313558,0.0334108,-0.191334,-0.00726395,0.404333,0.496368
13.85,16.0986,-25.8904,0.0276519,0.0289971,-0.144292,-0.00536592,0.427854,0.497317
14.1936,15.4814,-3.69997,0.0105599,0.0108565,-0.103342,-0.0219878,0.448329,0.489006
13.9151,16.4278,8.32309,0.0248318,0.0261834,-0.137097,0.0187212,0.431451,0.509361
13.4535,15.7759,-13.3441,0.0161738,0.017002,-0.156516,-0.0109115,0.421742,0.494544
14.1724,16.3439,10.956,0.0259275,0.0271392,-0.12222,0.0122761,0.43889,0.506138
13.8803,15.94,-20.0873,0.0207983,0.0217302,-0.134778,-0.00639142,0.432611,0.496804
14.7324,17.6444,3.55124,0.059017,0.0625691,-0.124343,0.0487383,0.437828,0.524369
15.5394,18.3332,3.62547,0.0953303,0.100587,-0.115201,0.0438782,0.4424,0.521939
14.3838,17.4438,-51.5742,0.0903997,0.0960006,-0.178216,-0.00338981,0.410892,0.498305
14.4972,16.9858,-9.69283,0.0784498,0.0824355,-0.159219,-0.0148903,0.42039,0.492555
15.2234,17.7811,9.42446,0.0922474,0.0969433,-0.130572,0.0154991,0.434714,0.50775
