Predicted Price (Real),Actual Price (Real),Error (Real),Predicted Price (Normalized),Actual Price (Normalized),Predicted Percent Change (Real),Actual Percent Change (Real),Predicted Percent Change (Normalized),Actual Percent Change (Normalized)
13.3239,14.3587,-3.62613,-0.0479062,-0.0490696,-0.090154,-0.019488,0.454923,0.490256
13.2361,15.4297,5.51298,-0.0284787,-0.0299214,-0.11946,0.0264704,0.44027,0.513235
13.2853,15.2255,19.9616,-0.0237437,-0.0248017,-0.121827,0.00642493,0.439086,0.503212
14.9206,16.3205,2.30488,0.00492856,0.00507743,-0.0504379,0.0386532,0.474781,0.519327
14.9158,16.36,4.42085,0.0208133,0.0214531,-0.0697015,0.0203755,0.465149,0.510188
13.9834,15.3035,-3.66064,0.00242905,0.00249981,-0.107296,-0.0230217,0.446352,0.488489
14.3385,16.449,5.31308,0.0214583,0.0224334,-0.106734,0.0247466,0.446633,0.512373
14.4929,16.4083,10.6865,0.0301578,0.0313881,-0.10698,0.0110443,0.44651,0.505522
14.8988,16.4867,12.2771,0.0366788,0.0379021,-0.0891717,0.00790736,0.455414,0.503954
15.5715,16.4714,15.7636,0.0400016,0.0407453,-0.0513452,0.00347782,0.474327,0.501739
15.1267,16.5256,25.0897,0.0423396,0.0435718,-0.0815491,0.00338522,0.459225,0.501693
15.1227,15.3518,-0.417004,0.0143376,0.0144076,-0.0489447,-0.034541,0.475528,0.482729
14.968,15.9513,39.0543,0.0155349,0.0158611,-0.0601582,0.00158085,0.469921,0.50079
14.8368,15.1732,-0.904499,-0.00348326,-0.00350877,-0.0455636,-0.0239242,0.477218,0.488038
14.2525,15.8775,9.72293,0.00472463,0.00489272,-0.0927963,0.0106382,0.453602,0.505319
14.0742,16.1769,8.95034,0.0160113,0.0167438,-0.117163,0.0147368,0.441419,0.507368
14.6789,17.1796,3.96694,0.0457717,0.0481674,-0.113015,0.0380914,0.443492,0.519046
14.566,16.173,-8.59225,0.0365481,0.0377902,-0.109657,-0.0114318,0.445172,0.494284
14.2657,15.8065,-5.61539,0.0228379,0.0235959,-0.112878,-0.0170629,0.443561,0.491469
14.5015,16.7087,6.96482,0.0380327,0.039808,-0.115321,0.0193336,0.442339,0.509667
13.8576,16.1545,-19.4314,0.031835,0.0334108,-0.148413,-0.00726395,0.425794,0.496368
14.4788,16.0986,-18.6497,0.0280281,0.0289971,-0.105438,-0.00536592,0.447281,0.497317
14.7419,15.4814,-2.1249,0.0106862,0.0108565,-0.0687098,-0.0219878,0.465645,0.489006
14.5294,16.4278,6.28837,0.0251622,0.0261834,-0.0990047,0.0187212,0.450498,0.509361
14.0921,15.7759,-9.67497,0.0164015,0.017002,-0.11648,-0.0109115,0.44176,0.494544
14.7631,16.3439,7.97532,0.0262571,0.0271392,-0.0856297,0.0122761,0.457185,0.506138
14.4878,15.94,-14.1632,0.0210731,0.0217302,-0.0969142,-0.00639142,0.451543,0.496804
15.3517,17.6444,2.79605,0.0597724,0.0625691,-0.0875362,0.0487383,0.456232,0.524369
16.1695,18.3332,2.80782,0.0965159,0.100587,-0.079324,0.0438782,0.460338,0.521939
15.119,17.4438,-39.1815,0.0917456,0.0960006,-0.136208,-0.00338981,0.431896,0.498305
15.1912,16.9858,-6.98976,0.0795613,0.0824355,-0.11897,-0.0148903,0.440515,0.492555
15.879,17.7811,7.00889,0.093451,0.0969433,-0.0931324,0.0154991,0.453434,0.50775
15.004,17.5203,475.345,0.092093,0.0967245,-0.143362,0.000302232,0.428319,0.500151
14.8416,17.9624,13.8652,0.102149,0.108485,-0.163257,0.0126898,0.418372,0.506345
15.6754,18.7189,6.11842,0.126491,0.133877,-0.139728,0.0272991,0.430136,0.51365
15.6944,18.3195,53.4837,0.128806,0.135279,-0.140992,0.00268639,0.429504,0.501343
15.1849,18.4854,30.6191,0.132471,0.140889,-0.173727,0.00586538,0.413136,0.502933
15.2622,18.1692,-27.9723,0.127865,0.135039,-0.164772,-0.0056872,0.417614,0.497156
